latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
16.2,-105.3,100900.0,10.3
15.9,-106.60000000000001,101100.0,10.3
16.2,-108.3,100800.0,13.4
15.5,-109.9,100900.0,14.4
15.6,-111.4,100500.0,13.9
15.6,-112.9,100700.0,16.0
15.5,-114.2,100200.0,18.5
15.200000000000001,-115.5,100400.0,18.0
14.9,-117.10000000000001,100200.0,19.6
14.700000000000001,-118.60000000000001,100200.0,21.1
14.700000000000001,-120.10000000000001,100200.0,17.0
14.5,-121.5,100500.0,19.0
14.5,-123.2,100100.0,19.0
14.3,-124.7,100600.0,18.5
14.1,-126.5,100300.0,20.1
14.0,-128.1,100700.0,18.0
13.700000000000001,-129.3,100400.0,14.9
13.3,-132.2,100600.0,14.9
